col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17,col18,col19,col20,col21,col22,col23
0.3281044197767726,0.3588870880934546,0.3750303967037469,0.33643016306621093,0.3276189033235233,0.37849399458397626,0.3767574278330615,0.359163,0.359163,0.359163,0.359163,0.359163,0.359163,0.359163,0.359163,0.359163,0.359163,0.359163,0.359163,0.359163,0.359163,0.359163,0.359163
0.3459478362787265,0.35136303815947506,0.3901761037000988,0.32606613608682156,0.38804941097611284,0.36529380940101297,0.3625434413305555,0.359163,0.359163,0.359163,0.359163,0.359163,0.359163,0.359163,0.359163,0.359163,0.359163,0.359163,0.359163,0.359163,0.359163,0.359163,0.359163
0.33664265631219153,0.3834756699942111,0.32839839629921536,0.3258210399227111,0.37622071920939376,0.35088928884081627,0.37314100357853625,0.359163,0.359163,0.359163,0.359163,0.359163,0.359163,0.359163,0.359163,0.359163,0.359163,0.359163,0.359163,0.359163,0.359163,0.359163,0.359163
0.3612721678978227,0.3807525438193081,0.3461055241647407,0.3909737291008837,0.38644090441022555,0.3412423193093076,0.3582438969134355,0.359163,0.359163,0.359163,0.359163,0.359163,0.359163,0.359163,0.359163,0.359163,0.359163,0.359163,0.359163,0.359163,0.359163,0.359163,0.359163
0.3311500331781582,0.3580761894105543,0.3644976402600649,0.35654239818660177,0.37503721314741106,0.3649483145539779,0.3788228264283273,0.359163,0.359163,0.359163,0.359163,0.359163,0.359163,0.359163,0.359163,0.359163,0.359163,0.359163,0.359163,0.359163,0.359163,0.359163,0.359163
0.33913668755427134,0.3412172295637219,0.3620658661154321,0.33301480785782767,0.32809573503743583,0.33236938492619494,0.37713379832882105,0.359163,0.359163,0.359163,0.359163,0.359163,0.359163,0.359163,0.359163,0.359163,0.359163,0.359163,0.359163,0.359163,0.359163,0.359163,0.359163
0.35715811167593225,0.3297674993824959,0.38521909022570827,0.34257855211819993,0.37395580977906306,0.33443914886465576,0.35356411725862374,0.359163,0.359163,0.359163,0.359163,0.359163,0.359163,0.359163,0.359163,0.359163,0.359163,0.359163,0.359163,0.359163,0.359163,0.359163,0.359163
0.3915698869787751,0.3916212748938549,0.3806179687536705,0.35117278084350806,0.3812997059635835,0.3410908696394846,0.3496440673456731,0.359163,0.359163,0.359163,0.359163,0.359163,0.359163,0.359163,0.359163,0.359163,0.359163,0.359163,0.359163,0.359163,0.359163,0.359163,0.359163
0.32642324958454993,0.3254519469943507,0.3679061576377477,0.3790008454620878,0.3742058851893588,0.3676790413186812,0.36335932149318745,0.359163,0.359163,0.359163,0.359163,0.359163,0.359163,0.359163,0.359163,0.359163,0.359163,0.359163,0.359163,0.359163,0.359163,0.359163,0.359163
0.3305750667210018,0.33464489937498937,0.3516220653295995,0.3916939450314855,0.34940859942390295,0.3755390843820757,0.34916275712740236,0.359163,0.359163,0.359163,0.359163,0.359163,0.359163,0.359163,0.359163,0.359163,0.359163,0.359163,0.359163,0.359163,0.359163,0.359163,0.359163
0.35756639333850077,0.35796137520987176,0.3504991222208916,0.35988163537257,0.3259103651860713,0.3925993521485679,0.3509074332122527,0.359163,0.359163,0.359163,0.359163,0.359163,0.359163,0.359163,0.359163,0.359163,0.359163,0.359163,0.359163,0.359163,0.359163,0.359163,0.359163
0.332528840007347,0.3584882827621335,0.331259733874007,0.360372994785037,0.38286967963048546,0.3739302544177629,0.3513600965503399,0.359163,0.359163,0.359163,0.359163,0.359163,0.359163,0.359163,0.359163,0.359163,0.359163,0.359163,0.359163,0.359163,0.359163,0.359163,0.359163
0.3736564680172649,0.3738644827622088,0.3480558577121939,0.3445922194513307,0.354171891667744,0.3708897470571905,0.3644581422299902,0.359163,0.359163,0.359163,0.359163,0.359163,0.359163,0.359163,0.359163,0.359163,0.359163,0.359163,0.359163,0.359163,0.359163,0.359163,0.359163
0.33538425963046276,0.3553377717135554,0.36092290818301614,0.37287211600681214,0.34635210157489044,0.32760663446435495,0.3663685267132986,0.359163,0.359163,0.359163,0.359163,0.359163,0.359163,0.359163,0.359163,0.359163,0.359163,0.359163,0.359163,0.359163,0.359163,0.359163,0.359163
0.33579474459869796,0.3495807823119782,0.38904472821041886,0.37320053706863754,0.38541655511749334,0.38629892604784166,0.34306571796100216,0.359163,0.359163,0.359163,0.359163,0.359163,0.359163,0.359163,0.359163,0.359163,0.359163,0.359163,0.359163,0.359163,0.359163,0.359163,0.359163
0.3625177142928933,0.347742549668441,0.33688607344125737,0.33841600141931893,0.37315225559805376,0.388812465175178,0.34688291057316195,0.359163,0.359163,0.359163,0.359163,0.359163,0.359163,0.359163,0.359163,0.359163,0.359163,0.359163,0.359163,0.359163,0.359163,0.359163,0.359163
0.3778646120179869,0.3419827101743432,0.37824791351303244,0.3412167812000472,0.37058372543720586,0.34237686071770423,0.3877347005141805,0.359163,0.359163,0.359163,0.359163,0.359163,0.359163,0.359163,0.359163,0.359163,0.359163,0.359163,0.359163,0.359163,0.359163,0.359163,0.359163
0.35903747696702565,0.34168874215770084,0.3506577389743268,0.3274323359822405,0.36553091139455335,0.34441866325681664,0.36920856193658924,0.359163,0.359163,0.359163,0.359163,0.359163,0.359163,0.359163,0.359163,0.359163,0.359163,0.359163,0.359163,0.359163,0.359163,0.359163,0.359163
0.3434010725373884,0.3416135143406508,0.3404396291615129,0.38385169363664484,0.3444795892544695,0.3674193809700714,0.35119981980535503,0.359163,0.359163,0.359163,0.359163,0.359163,0.359163,0.359163,0.359163,0.359163,0.359163,0.359163,0.359163,0.359163,0.359163,0.359163,0.359163
0.343476525796677,0.35694313578832826,0.3325760786021495,0.35163989943069107,0.3705528869781576,0.34038836903332104,0.3856703122915947,0.359163,0.359163,0.359163,0.359163,0.359163,0.359163,0.359163,0.359163,0.359163,0.359163,0.359163,0.359163,0.359163,0.359163,0.359163,0.359163
0.3516137919613464,0.3865158010631204,0.3843231777666243,0.3427475191699879,0.3347669627785719,0.3300773751591934,0.3363034771665714,0.359163,0.359163,0.359163,0.359163,0.359163,0.359163,0.359163,0.359163,0.359163,0.359163,0.359163,0.359163,0.359163,0.359163,0.359163,0.359163
0.33908303845053495,0.3881244609598692,0.38367081699594846,0.3568796594959313,0.37988284378995574,0.3794958725555382,0.3257492701643411,0.359163,0.359163,0.359163,0.359163,0.359163,0.359163,0.359163,0.359163,0.359163,0.359163,0.359163,0.359163,0.359163,0.359163,0.359163,0.359163
0.3893838706919386,0.34563867052135566,0.33456698806904733,0.35319481309432643,0.33607764710512866,0.3862089582149417,0.33831757045435773,0.359163,0.359163,0.359163,0.359163,0.359163,0.359163,0.359163,0.359163,0.359163,0.359163,0.359163,0.359163,0.359163,0.359163,0.359163,0.359163
0.39057562651314015,0.3836822440319361,0.3512515150998202,0.3360662513685051,0.3493566478387088,0.34372647815044965,0.3583633171154316,0.359163,0.359163,0.359163,0.359163,0.359163,0.359163,0.359163,0.359163,0.359163,0.359163,0.359163,0.359163,0.359163,0.359163,0.359163,0.359163
0.38068145388945224,0.3674912088853255,0.3328101032634234,0.36496749070291334,0.37384670364356704,0.3632159454115561,0.37207053360541575,0.359163,0.359163,0.359163,0.359163,0.359163,0.359163,0.359163,0.359163,0.359163,0.359163,0.359163,0.359163,0.359163,0.359163,0.359163,0.359163
0.3321688298577795,0.3371505224137484,0.3541981079921671,0.36541037085410627,0.38891569190224573,0.3409799708858236,0.3285410961184514,0.359163,0.359163,0.359163,0.359163,0.359163,0.359163,0.359163,0.359163,0.359163,0.359163,0.359163,0.359163,0.359163,0.359163,0.359163,0.359163
0.3701184530241409,0.39033507982935073,0.3255360253397677,0.3273288902649817,0.3724164489680888,0.32899831868583257,0.3341624803720432,0.359163,0.359163,0.359163,0.359163,0.359163,0.359163,0.359163,0.359163,0.359163,0.359163,0.359163,0.359163,0.359163,0.359163,0.359163,0.359163
0.3273990682026468,0.3316824952552805,0.3755406441058022,0.3441761734609732,0.355455213630696,0.36800384172185463,0.3627130099291792,0.359163,0.359163,0.359163,0.359163,0.359163,0.359163,0.359163,0.359163,0.359163,0.359163,0.359163,0.359163,0.359163,0.359163,0.359163,0.359163
