uz_kkast,riv_kksat,riv_kdecay,uz_kdroot,uz_ksigma,uz_kdt,sz_kksat,sz_ksy
0.4743674171152038,0.4507529670724871,16.0521278475376,0.9844638973646269,1.0,1.0,0.9034779993572639,0.580894085919535
0.5686533192096076,0.5001050120884702,14.724417630924098,1.2015411706495447,1.0,1.0,0.879062827705505,1.0291471671661467
0.428214282589019,0.6368817568555725,19.713279196020203,1.0816445082108315,1.0,1.0,1.1424876525603835,0.7433996189783757
0.7410573079235074,0.4293025375844742,21.403562020781315,0.7977079914527268,1.0,1.0,0.9869338191855715,1.1629899516149886
0.7636265938174116,0.41212953111373724,14.137204771032795,0.9837484914766967,1.0,1.0,0.9429499067818258,0.8170264287886171
0.4156303078045846,0.4381797000468254,14.222356525351477,0.9608773452121604,1.0,1.0,0.9979965422956757,1.090096774447984
0.4402841747439697,0.5195675713133254,21.5767398770548,1.1187749790003552,1.0,1.0,1.1130483901820896,1.0538202098647544
0.5137242780965774,0.716711607496415,16.449544334031735,1.0494194768076657,1.0,1.0,1.1992432620123485,0.9864134837014731
0.7852987961486428,0.7314521068844035,19.71388477084686,1.1246056866464162,1.0,1.0,0.96280819950307,0.5290927907423779
0.42217635470096837,0.5093477907924391,20.749455738042215,1.05958413963199,1.0,1.0,1.1661979178937902,0.8953878640391337
0.3023169169077814,0.5115480727944632,15.693375916089337,1.1391308858854163,1.0,1.0,0.9673034380382441,1.0901132283813517
0.40424184335218416,0.4478821265919278,16.02216802944187,1.1490357672010365,1.0,1.0,0.8010029007191057,0.9217397920326434
0.6923953270294871,0.7235447673379322,17.833267091715555,1.224118473278057,1.0,1.0,0.9930151829271696,0.620011141578182
0.3278604492835375,0.3500354075756324,16.96913446482093,0.9968687783431746,1.0,1.0,1.0156937839266817,0.5863690248713752
0.7704547555116541,0.6373602379057598,18.146419412167216,0.8527409404718418,1.0,1.0,0.9873752974696414,0.9584728307360135
0.6330743603527309,0.4096448586243069,14.037243758385323,1.1087094574677407,1.0,1.0,0.8884943111942603,0.7764155330198337
0.701914891225639,0.3146625672290092,19.012155046050186,1.1607512257866373,1.0,1.0,1.0197417889111309,0.9959439580247731
0.6865192245849197,0.5211887082249049,19.45684634817553,1.151065550337267,1.0,1.0,1.1311036668085377,0.6937004358567058
0.7823083105788247,0.523295726068381,21.84236866054418,0.7845166232345127,1.0,1.0,0.8421593426924298,0.509622009676012
0.6222104963979327,0.6638713059103039,19.82676184642143,0.9001770605836152,1.0,1.0,1.0255978429104486,0.6988127793284019
0.5827267285305165,0.729414789835642,16.094320622252017,0.8595194098944616,1.0,1.0,1.1072018889914403,0.8835618530699554
0.6236960963255401,0.3924248531071083,21.000009058482313,1.0012040262714732,1.0,1.0,0.9508394747063765,1.032171395174005
0.4779439851778773,0.3156735506496727,16.6172018740909,0.801945128382326,1.0,1.0,0.8974363244259324,0.5134933258031631
0.4629583304469809,0.35388179772696265,16.25816472430543,1.1214279253626414,1.0,1.0,1.0658443843923362,1.1737293737099506
0.41807924474120645,0.5149446524505249,19.631077967908176,1.0592278434005868,1.0,1.0,0.8142305595297735,0.8617522277002387
0.49831107664145,0.7398404869000392,17.712817454421504,1.1280392352688604,1.0,1.0,1.1096252367346064,0.6906772323296541
0.32337976914527,0.7718852930220187,15.239048184141229,0.9954340356077003,1.0,1.0,1.1199772985680183,0.6027496571693024
0.462492767980673,0.5842827598687219,21.444650534209803,0.8996669156167355,1.0,1.0,1.1469321293685177,1.047704876605536
0.7618154866069775,0.3549204604893248,18.464568247531506,1.1508119298047168,1.0,1.0,1.1560414714291718,1.0505115143942394
0.33330354643904875,0.661406166493153,18.61307424472598,1.098741238585828,1.0,1.0,1.1413076335811874,0.6123832145090454
0.394378874339551,0.6332153853432578,21.17453136406512,1.1293257490953321,1.0,1.0,0.8810086065721446,0.6893248730815362
0.5915112356714101,0.75740551419198,16.00239874093961,1.0940203333026186,1.0,1.0,0.8004208523351862,0.9026460395802843
0.6473848856109654,0.5451717676301087,17.569116644361422,0.7761702565421648,1.0,1.0,1.225111043562396,1.0781195341345824
0.437330812644829,0.6199658562199275,15.975576418032869,0.9975449536743379,1.0,1.0,1.0122897629487926,0.8134977894488948
0.7966429003773916,0.38101645219785923,14.66835890529677,1.0634610431895186,1.0,1.0,1.1334529118004784,1.007976227418114
0.7694956512044762,0.45036544444108456,19.506013663377523,0.8145978594682413,1.0,1.0,0.927971772413926,0.9457906190595605
0.3301285317005671,0.34491873150872265,20.17647413931524,0.9957918688301876,1.0,1.0,0.9950006057013131,0.763816507957475
0.364255128988969,0.45335882992785437,14.316725977334954,0.772649819992757,1.0,1.0,0.96828473519357,1.1834518761195234
0.6144269198792845,0.5526867061381384,21.67546771449803,0.826725211064016,1.0,1.0,0.901763671683962,0.7720383542520701
0.3962953199783933,0.679171013993842,14.670163789014193,0.8036118639446135,1.0,1.0,1.1779092492673533,1.1009915909684667
0.6186635707023924,0.6068536976239038,15.693075307559575,0.8160882091878772,1.0,1.0,1.0005032238543057,1.0954476884076645
0.3720634923332874,0.6589872472073441,21.569816400513645,1.231226522818714,1.0,1.0,0.9571642959469986,0.8768739476620273
0.3995270922435432,0.6231933247032051,16.380751805540335,1.0479099547409327,1.0,1.0,1.0400035297825454,1.0200885390779513
0.6174687584107761,0.5940823312749444,15.754796176281694,0.8215028900497064,1.0,1.0,0.8915351964761344,1.021167355187671
0.4198332046041544,0.6086535546936569,21.551395530934595,0.8021580255786283,1.0,1.0,0.9831357311946541,0.9816841605810229
0.5444281454914717,0.413997179276483,15.742366666778942,0.9965984642597474,1.0,1.0,0.8918936759834937,1.131531172510452
0.6665129675916244,0.6355411229809053,19.879482888887992,0.8399936367947819,1.0,1.0,0.9846429331773039,0.8175505018565903
0.5748887378403524,0.6218397051987117,20.013820897698416,1.2098829111791556,1.0,1.0,0.8930316806552975,1.174568951440552
0.7020358964114164,0.5256184675645843,17.247921030524168,0.8691814701174797,1.0,1.0,0.9980774429143366,0.6177301267448013
0.6125425734856601,0.6845011654170179,17.570445263787747,1.1496811345651796,1.0,1.0,1.2158057749497906,0.7533433173518604
0.5561086100714605,0.7960335531098849,20.67619789118509,0.938454852178811,1.0,1.0,1.0049368214398757,1.0240296911243
0.4706227330709918,0.49087393024656095,19.23638555037965,0.8595385168785671,1.0,1.0,1.017152069539262,0.983999466084403
0.7945863149921231,0.6947707642572918,20.814220949445378,1.1272962167351457,1.0,1.0,0.984923469979232,1.0047124611871179
0.5557634251188612,0.3148340206948306,21.863981561439175,1.0560261057652576,1.0,1.0,0.8619059762913078,0.8255791574974789
0.684082800077594,0.334897788607842,17.085164786736385,1.1072943362522156,1.0,1.0,1.1835874330527347,0.6191858237841236
0.6545410642053169,0.7536129693970341,20.50784997179321,1.1466210098111917,1.0,1.0,0.9514945738242415,0.67034184422918
0.7607810256939036,0.4832897323439908,15.075173024164867,1.171881186178818,1.0,1.0,1.0303364992847792,1.1018901762857642
0.4866283270874514,0.5685950121669556,17.59658084538899,0.8307570025409665,1.0,1.0,1.1461832935517902,0.9293464549717247
0.5633630379188148,0.5920868503529592,15.071841955672568,0.7673134290579601,1.0,1.0,0.805812842954897,0.5977106975960992
0.7870028624981174,0.7545899076128182,16.769637099275208,1.071765688636379,1.0,1.0,1.1942801251129218,0.8020818140801071
0.5589987984552567,0.7887845113959668,17.63410489416421,1.2099174650449585,1.0,1.0,1.0034561062187124,0.8321662466727262
0.7383353683565731,0.675176117993072,18.794802223959834,0.9440728319644631,1.0,1.0,1.2084757816550256,0.7671078993033835
0.6368548813676156,0.661070865572426,14.878563065027617,1.0528233116253631,1.0,1.0,0.9565688751225665,0.7103367586563413
0.68027655099473,0.3183557070877383,14.225745857395118,0.8052584977924191,1.0,1.0,0.9453559409657498,1.0941293025353631
0.5989822076298853,0.41899880372593884,15.997391418468382,1.106894683065255,1.0,1.0,0.972582995186261,0.5499716527496534
0.6199170605908613,0.7636685005795907,15.86175048004971,0.8021642097330555,1.0,1.0,0.9354411309397621,0.8336798644720027
0.3249515452865876,0.5178215201074923,14.03194147215746,0.8435027565826647,1.0,1.0,1.1259290362714571,0.8547460316102947
0.5869418158890733,0.33905438060206433,14.877837028946825,0.8602655456352066,1.0,1.0,0.9402523806683409,0.74537973661291
0.7119974436996921,0.63335840835933,18.094954571842187,1.2450907043529278,1.0,1.0,1.0592767666644383,0.6157907687074406
