Date,pre,pet
2000-01-01 00:00:00,5.0,0.0
2000-01-01 01:00:00,5.0,0.0017037086855465789
2000-01-01 02:00:00,5.0,0.00669872981077807
2000-01-01 03:00:00,5.0,0.014644660940672617
2000-01-01 04:00:00,5.0,0.02499999999999998
2000-01-01 05:00:00,5.0,0.03705904774487392
2000-01-01 06:00:00,5.0,0.04999999999999999
2000-01-01 07:00:00,5.0,0.06294095225512607
2000-01-01 08:00:00,5.0,0.07500000000000001
2000-01-01 09:00:00,5.0,0.08535533905932738
2000-01-01 10:00:00,5.0,0.09330127018922192
2000-01-01 11:00:00,5.0,0.09829629131445342
2000-01-01 12:00:00,5.0,0.1
2000-01-01 13:00:00,5.0,0.09829629131445343
2000-01-01 14:00:00,5.0,0.09330127018922196
2000-01-01 15:00:00,5.0,0.08535533905932735
2000-01-01 16:00:00,5.0,0.075
2000-01-01 17:00:00,5.0,0.06294095225512604
2000-01-01 18:00:00,5.0,0.050000000000000024
2000-01-01 19:00:00,5.0,0.037059047744874
2000-01-01 20:00:00,5.0,0.025000000000000046
2000-01-01 21:00:00,5.0,0.014644660940672672
2000-01-01 22:00:00,5.0,0.006698729810778065
2000-01-01 23:00:00,5.0,0.0017037086855466123
2000-01-02 00:00:00,5.0,0.0
2000-01-02 01:00:00,5.0,0.0017037086855465789
2000-01-02 02:00:00,5.0,0.006698729810778042
2000-01-02 03:00:00,5.0,0.014644660940672639
2000-01-02 04:00:00,5.0,0.02499999999999993
2000-01-02 05:00:00,5.0,0.03705904774487395
2000-01-02 06:00:00,5.0,0.04999999999999998
2000-01-02 07:00:00,5.0,0.06294095225512601
2000-01-02 08:00:00,5.0,0.07500000000000002
2000-01-02 09:00:00,5.0,0.08535533905932734
2000-01-02 10:00:00,5.0,0.09330127018922195
2000-01-02 11:00:00,5.0,0.09829629131445342
2000-01-02 12:00:00,5.0,0.1
2000-01-02 13:00:00,5.0,0.09829629131445342
2000-01-02 14:00:00,5.0,0.09330127018922196
2000-01-02 15:00:00,5.0,0.08535533905932743
2000-01-02 16:00:00,5.0,0.07500000000000001
2000-01-02 17:00:00,5.0,0.06294095225512607
2000-01-02 18:00:00,5.0,0.05000000000000013
2000-01-02 19:00:00,5.0,0.03705904774487401
2000-01-02 20:00:00,5.0,0.025000000000000057
2000-01-02 21:00:00,5.0,0.014644660940672617
2000-01-02 22:00:00,5.0,0.006698729810778115
2000-01-02 23:00:00,5.0,0.00170370868554659
2000-01-03 00:00:00,5.0,0.0
2000-01-03 01:00:00,5.0,0.0017037086855465735
2000-01-03 02:00:00,5.0,0.0066987298107780814
2000-01-03 03:00:00,5.0,0.014644660940672566
2000-01-03 04:00:00,5.0,0.024999999999999994
2000-01-03 05:00:00,5.0,0.03705904774487403
2000-01-03 06:00:00,5.0,0.04999999999999996
2000-01-03 07:00:00,5.0,0.0629409522551259
2000-01-03 08:00:00,5.0,0.07499999999999994
2000-01-03 09:00:00,5.0,0.08535533905932738
2000-01-03 10:00:00,5.0,0.0933012701892219
2000-01-03 11:00:00,5.0,0.09829629131445342
2000-01-03 12:00:00,5.0,0.1
2000-01-03 13:00:00,5.0,0.09829629131445344
2000-01-03 14:00:00,5.0,0.09330127018922192
2000-01-03 15:00:00,5.0,0.08535533905932745
2000-01-03 16:00:00,5.0,0.07500000000000018
2000-01-03 17:00:00,5.0,0.06294095225512598
2000-01-03 18:00:00,5.0,0.050000000000000044
2000-01-03 19:00:00,5.0,0.03705904774487393
2000-01-03 20:00:00,5.0,0.025000000000000067
2000-01-03 21:00:00,5.0,0.01464466094067275
2000-01-03 22:00:00,5.0,0.0066987298107781205
2000-01-03 23:00:00,5.0,0.0017037086855465956
2000-01-04 00:00:00,5.0,0.0
2000-01-04 01:00:00,5.0,0.0017037086855465678
2000-01-04 02:00:00,5.0,0.006698729810777987
2000-01-04 03:00:00,5.0,0.014644660940672561
2000-01-04 04:00:00,5.0,0.024999999999999984
2000-01-04 05:00:00,5.0,0.03705904774487402
2000-01-04 06:00:00,5.0,0.049999999999999954
2000-01-04 07:00:00,5.0,0.0629409522551259
2000-01-04 08:00:00,5.0,0.07499999999999994
2000-01-04 09:00:00,5.0,0.08535533905932738
2000-01-04 10:00:00,5.0,0.09330127018922196
2000-01-04 11:00:00,5.0,0.09829629131445342
2000-01-04 12:00:00,5.0,0.1
2000-01-04 13:00:00,5.0,0.09829629131445344
2000-01-04 14:00:00,5.0,0.09330127018922194
2000-01-04 15:00:00,5.0,0.08535533905932732
2000-01-04 16:00:00,5.0,0.07500000000000002
2000-01-04 17:00:00,5.0,0.06294095225512616
2000-01-04 18:00:00,5.0,0.05000000000000006
2000-01-04 19:00:00,5.0,0.03705904774487412
2000-01-04 20:00:00,5.0,0.024999999999999925
2000-01-04 21:00:00,5.0,0.014644660940672634
2000-01-04 22:00:00,5.0,0.006698729810778126
2000-01-04 23:00:00,5.0,0.0017037086855465956
2000-01-05 00:00:00,5.0,0.0
2000-01-05 01:00:00,5.0,0.0017037086855466123
2000-01-05 02:00:00,5.0,0.00669872981077807
2000-01-05 03:00:00,5.0,0.01464466094067255
2000-01-05 04:00:00,5.0,0.024999999999999974
2000-01-05 05:00:00,5.0,0.037059047744873834
2000-01-05 06:00:00,5.0,0.04999999999999977
2000-01-05 07:00:00,5.0,0.06294095225512605
2000-01-05 08:00:00,5.0,0.07499999999999993
2000-01-05 09:00:00,5.0,0.08535533905932724
2000-01-05 10:00:00,5.0,0.09330127018922188
2000-01-05 11:00:00,5.0,0.0982962913144534
2000-01-05 12:00:00,5.0,0.1
2000-01-05 13:00:00,5.0,0.09829629131445339
2000-01-05 14:00:00,5.0,0.09330127018922203
2000-01-05 15:00:00,5.0,0.08535533905932746
2000-01-05 16:00:00,5.0,0.07500000000000004
2000-01-05 17:00:00,5.0,0.06294095225512601
2000-01-05 18:00:00,5.0,0.04999999999999989
2000-01-05 19:00:00,5.0,0.03705904774487413
2000-01-05 20:00:00,5.0,0.02500000000000009
2000-01-05 21:00:00,5.0,0.014644660940672644
