Date,pre,pet
2000-01-01 00:00:00,0.6,0.0
2000-01-01 01:00:00,0.6,0.007155576479295631
2000-01-01 02:00:00,0.6,0.028134665205267893
2000-01-01 03:00:00,0.6,0.06150757595082498
2000-01-01 04:00:00,0.6,0.1049999999999999
2000-01-01 05:00:00,0.6,0.15564800052847044
2000-01-01 06:00:00,0.6,0.20999999999999994
2000-01-01 07:00:00,0.6,0.26435199947152943
2000-01-01 08:00:00,0.6,0.315
2000-01-01 09:00:00,0.6,0.358492424049175
2000-01-01 10:00:00,0.6,0.39186533479473207
2000-01-01 11:00:00,0.6,0.41284442352070433
2000-01-01 12:00:00,0.6,0.42
2000-01-01 13:00:00,0.6,0.41284442352070433
2000-01-01 14:00:00,0.6,0.39186533479473223
2000-01-01 15:00:00,0.6,0.35849242404917486
2000-01-01 16:00:00,0.6,0.31499999999999995
2000-01-01 17:00:00,0.6,0.2643519994715293
2000-01-01 18:00:00,0.6,0.21000000000000008
2000-01-01 19:00:00,0.6,0.15564800052847078
2000-01-01 20:00:00,0.6,0.10500000000000018
2000-01-01 21:00:00,0.6,0.06150757595082522
2000-01-01 22:00:00,0.6,0.028134665205267872
2000-01-01 23:00:00,0.6,0.007155576479295771
2000-01-02 00:00:00,0.6,0.0
2000-01-02 01:00:00,0.6,0.007155576479295631
2000-01-02 02:00:00,0.6,0.028134665205267778
2000-01-02 03:00:00,0.6,0.06150757595082508
2000-01-02 04:00:00,0.6,0.10499999999999969
2000-01-02 05:00:00,0.6,0.15564800052847058
2000-01-02 06:00:00,0.6,0.2099999999999999
2000-01-02 07:00:00,0.6,0.2643519994715292
2000-01-02 08:00:00,0.6,0.31500000000000006
2000-01-02 09:00:00,0.6,0.35849242404917475
2000-01-02 10:00:00,0.6,0.3918653347947321
2000-01-02 11:00:00,0.6,0.41284442352070433
2000-01-02 12:00:00,0.6,0.42
2000-01-02 13:00:00,0.6,0.41284442352070433
2000-01-02 14:00:00,0.6,0.39186533479473223
2000-01-02 15:00:00,0.6,0.3584924240491752
2000-01-02 16:00:00,0.6,0.315
2000-01-02 17:00:00,0.6,0.26435199947152943
2000-01-02 18:00:00,0.6,0.2100000000000005
2000-01-02 19:00:00,0.6,0.15564800052847083
2000-01-02 20:00:00,0.6,0.10500000000000023
2000-01-02 21:00:00,0.6,0.06150757595082498
2000-01-02 22:00:00,0.6,0.02813466520526808
2000-01-02 23:00:00,0.6,0.007155576479295677
2000-01-03 00:00:00,0.6,0.0
2000-01-03 01:00:00,0.6,0.007155576479295608
2000-01-03 02:00:00,0.6,0.02813466520526794
2000-01-03 03:00:00,0.6,0.061507575950824775
2000-01-03 04:00:00,0.6,0.10499999999999997
2000-01-03 05:00:00,0.6,0.15564800052847091
2000-01-03 06:00:00,0.6,0.20999999999999983
2000-01-03 07:00:00,0.6,0.26435199947152876
2000-01-03 08:00:00,0.6,0.3149999999999998
2000-01-03 09:00:00,0.6,0.358492424049175
2000-01-03 10:00:00,0.6,0.3918653347947319
2000-01-03 11:00:00,0.6,0.41284442352070433
2000-01-03 12:00:00,0.6,0.42
2000-01-03 13:00:00,0.6,0.4128444235207044
2000-01-03 14:00:00,0.6,0.39186533479473207
2000-01-03 15:00:00,0.6,0.35849242404917525
2000-01-03 16:00:00,0.6,0.31500000000000067
2000-01-03 17:00:00,0.6,0.2643519994715291
2000-01-03 18:00:00,0.6,0.2100000000000002
2000-01-03 19:00:00,0.6,0.1556480005284705
2000-01-03 20:00:00,0.6,0.10500000000000027
